Cycle	Time [s]	CoP X [cm]	CoP Y [cm]	Back Left Force [kgf]	Back Right Force [kgf]	Front Left Force [kgf]	Front Right Force [kgf]	Time Stamp [mSecs]	Low Noise Accelerometer X [m/(sec^2)]	Low Noise Accelerometer X [m/(sec^2)]	Low Noise Accelerometer Z [m/(sec^2)]	VSenseBatt [mVolts]	Gyroscope X [deg/sec]	Gyroscope Y [deg/sec]	Gyroscope Z [deg/sec]	Magnetometer X [local flux]	Magnetometer Y [local flux]	Magnetometer Z [local flux]
2414	6.114485e+01	-3.362088e+01	2.215932e+01	4.027549e-02	2.656130e-01	3.585532e+01	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2415	6.117056e+01	-3.411869e+01	2.279050e+01	-2.416533e-01	3.371241e-01	3.529146e+01	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2416	6.119597e+01	-3.168962e+01	2.146626e+01	-3.020641e-02	8.377022e-01	3.536194e+01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2417	6.122099e+01	-3.298662e+01	2.200708e+01	1.812401e-01	4.086353e-01	3.493905e+01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2418	6.124639e+01	-3.506855e+01	2.354772e+01	-3.020641e-02	5.107951e-02	3.388181e+01	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2419	6.127315e+01	-3.455771e+01	2.357304e+01	-1.711710e-01	3.371241e-01	3.331795e+01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2420	6.129753e+01	-3.516360e+01	2.408079e+01	-2.416533e-01	6.231687e-01	3.197879e+01	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2421	6.132335e+01	-4.180063e+01	2.829072e+01	-3.020641e-02	1.941018e-01	2.796131e+01	-5.657672e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2422	6.134893e+01	-4.665039e+01	3.290008e+01	-2.416533e-01	1.225907e-01	2.528298e+01	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2423	6.137331e+01	-5.983183e+01	4.577094e+01	-2.416533e-01	1.225907e-01	2.049019e+01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2424	6.139872e+01	-3.031448e+02	2.449180e+02	-1.711710e-01	3.371241e-01	1.449920e+01	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2425	6.142476e+01	5.089911e+01	-5.156350e+01	-5.940644e-01	1.941018e-01	9.988338e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2426	6.144868e+01	2.910085e+01	-2.845187e+01	3.222043e-01	2.656130e-01	7.380496e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2427	6.147307e+01	2.910085e+01	-2.845187e+01	3.222043e-01	2.656130e-01	7.380496e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2428	6.149726e+01	8.947539e+00	-1.203338e+01	4.027549e-02	1.941018e-01	3.856385e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2429	6.152183e+01	7.752105e+00	-9.768953e+00	3.926866e-01	-9.194279e-02	2.940116e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2430	6.154575e+01	5.749225e+00	-8.812010e+00	1.812401e-01	5.107951e-02	2.446740e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2431	6.157109e+01	4.786555e+00	-1.015168e+01	-4.530998e-01	3.371241e-01	2.940116e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2432	6.159528e+01	1.769562e+00	-8.500256e+00	-3.121352e-01	4.086353e-01	1.741918e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2433	6.162021e+01	1.651191e+00	-7.395887e+00	-3.826179e-01	1.941018e-01	1.319025e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2434	6.164377e+01	1.246251e+00	-6.865855e+00	3.222043e-01	5.516576e-01	9.666134e-01	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2435	6.166795e+01	1.122725e+00	-6.687731e+00	-2.416533e-01	-2.043164e-02	7.551667e-01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2436	6.169221e+01	-1.650334e+00	-3.869214e+00	4.027549e-02	1.941018e-01	-1.218335e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2437	6.171692e+01	-1.858751e+00	-3.862164e+00	-4.530998e-01	2.656130e-01	-1.147854e+00	-4.924271e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2438	6.174071e+01	-2.071356e+00	-4.001060e+00	3.222043e-01	2.656130e-01	-1.288818e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2439	6.176474e+01	-1.815710e+00	-4.401485e+00	1.107578e-01	5.107951e-02	-1.147854e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2440	6.178855e+01	-1.096289e+00	-4.256227e+00	-3.020641e-02	-3.064763e-01	-1.218335e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2441	6.181227e+01	-1.728482e+00	-4.856102e+00	1.107578e-01	-1.634544e-01	-1.077371e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2442	6.183671e+01	-1.496694e+00	-4.709855e+00	-3.826179e-01	-2.349655e-01	-1.006889e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2443	6.186089e+01	-1.135547e+00	-4.265754e+00	1.107578e-01	-1.634544e-01	-1.147854e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2444	6.188573e+01	-1.135547e+00	-4.265754e+00	1.107578e-01	-1.634544e-01	-1.147854e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2445	6.190927e+01	-1.470378e+00	-3.870359e+00	-1.711710e-01	-2.043164e-02	-1.288818e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2446	6.193468e+01	-1.899192e+00	-4.879089e+00	-3.020641e-02	-2.349655e-01	-1.147854e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2447	6.195878e+01	-2.027752e+00	-4.264021e+00	-1.711710e-01	-2.043164e-02	-1.288818e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2448	6.198158e+01	-1.345810e+00	-4.504845e+00	4.027549e-02	-2.349655e-01	-1.147854e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2449	6.200394e+01	-5.217534e-01	-3.803311e+00	6.041335e-01	-3.779874e-01	-1.429782e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2450	6.202579e+01	-3.118680e-01	-4.260471e+00	2.517224e-01	-3.064763e-01	-1.006889e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2451	6.204744e+01	-1.379096e+00	-3.944538e+00	-1.711710e-01	-2.043164e-02	-1.218335e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2452	6.206972e+01	-6.300354e-01	-3.909497e+00	3.926866e-01	-9.194279e-02	-1.147854e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2453	6.209293e+01	7.581429e-01	-4.163983e+00	1.027027e+00	-1.634544e-01	-7.954420e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2454	6.211467e+01	2.185289e+00	-3.726254e+00	2.154742e+00	-1.634544e-01	-8.659245e-01	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2455	6.213631e+01	1.001602e+01	-4.065154e-01	5.185478e+00	-2.349655e-01	-1.006889e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2456	6.215816e+01	1.334969e+01	4.327902e-01	6.101747e+00	-3.779874e-01	-1.006889e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2457	6.218011e+01	1.735287e+01	2.228682e+00	7.158980e+00	-3.064763e-01	-1.147854e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2458	6.220201e+01	6.586982e+01	2.217736e+01	1.131743e+01	-9.194279e-02	-1.147854e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2459	6.222528e+01	5.671205e+02	2.363708e+02	1.434817e+01	-1.634544e-01	-1.641229e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2460	6.224743e+01	-1.103838e+02	-4.242182e+01	1.744939e+01	-5.210097e-01	-1.006889e+00	5.343358e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2461	6.226932e+01	-1.157254e+02	-4.493934e+01	1.759035e+01	-5.210097e-01	-1.006889e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2462	6.229113e+01	-9.401823e+01	-4.039172e+01	1.864758e+01	-4.494986e-01	-1.500265e+00	4.609956e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2463	6.231282e+01	-7.226477e+01	-3.079570e+01	1.892951e+01	-4.494986e-01	-1.006889e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2464	6.233506e+01	-9.895347e+01	-4.021508e+01	1.836566e+01	-3.779874e-01	-1.006889e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2465	6.235687e+01	-1.079465e+02	-4.464371e+01	1.829517e+01	-4.494986e-01	-1.218335e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2466	6.237869e+01	-1.059904e+02	-4.206346e+01	1.794276e+01	-4.494986e-01	-1.006889e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2467	6.240054e+01	-1.157169e+02	-4.730575e+01	1.773131e+01	-5.210097e-01	-1.359300e+00	4.609956e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2468	6.242514e+01	-1.034085e+02	-4.069681e+01	1.681505e+01	-9.194279e-02	-8.659245e-01	6.076760e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2469	6.244872e+01	-1.948472e+02	-8.231379e+01	1.674456e+01	-2.349655e-01	-1.359300e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2470	6.247093e+01	-1.627537e+02	-6.487874e+01	1.660360e+01	-3.779874e-01	-1.218335e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2471	6.249264e+01	-1.562986e+02	-6.046626e+01	1.603974e+01	-1.634544e-01	-9.364069e-01	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2472	6.251491e+01	-3.874119e+02	-1.503317e+02	1.540540e+01	-2.349655e-01	-1.077371e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2473	6.253706e+01	-3.127407e+02	-1.226579e+02	1.582829e+01	-3.779874e-01	-1.218335e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2474	6.255725e+01	-2.245493e+02	-8.768481e+01	1.589878e+01	-1.634544e-01	-9.364069e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2475	6.257580e+01	-2.519066e+02	-9.852121e+01	1.533492e+01	-1.634544e-01	-1.147854e+00	4.609956e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2476	6.259459e+01	-2.383019e+02	-8.653130e+01	1.512347e+01	-2.349655e-01	-8.659245e-01	5.343358e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2477	6.261317e+01	-1.031795e+03	-3.439371e+02	1.498251e+01	-7.355432e-01	-8.659245e-01	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2478	6.263165e+01	5.263321e+03	2.116166e+03	1.406624e+01	2.656130e-01	-1.006889e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2479	6.264996e+01	2.474153e+02	9.852443e+01	1.371383e+01	-1.634544e-01	-1.500265e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2480	6.266846e+01	1.638282e+02	5.389125e+01	1.216322e+01	5.107951e-02	-8.659245e-01	6.076760e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2481	6.268713e+01	6.424587e+01	2.064316e+01	1.138791e+01	-3.779874e-01	-1.359300e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2482	6.270651e+01	4.109474e+01	1.194500e+01	9.907787e+00	-9.194279e-02	-1.006889e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2483	6.272529e+01	3.340681e+01	8.235826e+00	9.343929e+00	-3.779874e-01	-1.077371e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2484	6.274379e+01	2.442986e+01	5.529602e+00	8.075249e+00	1.225907e-01	-9.364069e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2485	6.276252e+01	1.702880e+01	2.888191e+00	7.088498e+00	-9.194279e-02	-1.147854e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2486	6.278119e+01	1.188303e+01	1.182679e+00	5.749336e+00	-2.043164e-02	-1.077371e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2487	6.280018e+01	6.165142e+00	-4.256894e-01	4.339691e+00	-9.194279e-02	-1.500265e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2488	6.281897e+01	7.851567e-01	-2.354130e+00	2.084260e+00	1.225907e-01	-1.570747e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2489	6.283787e+01	2.083735e+00	-2.947389e+00	2.225225e+00	1.941018e-01	-9.364069e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2490	6.285636e+01	1.787726e+00	-2.444730e+00	1.943296e+00	-9.194279e-02	-1.359300e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2491	6.287547e+01	1.250222e+00	-3.156317e+00	1.872814e+00	-9.194279e-02	-1.218335e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2492	6.289491e+01	7.420465e-01	-3.787298e+00	1.097509e+00	-3.064763e-01	-1.077371e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2493	6.291370e+01	-4.254800e-01	-3.587847e+00	6.041335e-01	-2.043164e-02	-1.218335e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2494	6.293255e+01	-9.647465e-01	-4.614800e+00	6.041335e-01	2.656130e-01	-7.249599e-01	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2495	6.295147e+01	-1.268476e+00	-4.425265e+00	4.631693e-01	2.656130e-01	-8.659245e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2496	6.296996e+01	-7.235962e-01	-4.147098e+00	2.517224e-01	-2.349655e-01	-1.147854e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2497	6.298838e+01	-2.201263e+00	-3.763203e+00	-1.006891e-01	1.225907e-01	-1.500265e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2498	6.300695e+01	-1.942569e+00	-4.119356e+00	1.107578e-01	-1.634544e-01	-1.500265e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2499	6.302589e+01	4.178098e-01	-3.390691e+00	6.746158e-01	-1.634544e-01	-1.147854e+00	-5.657672e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2500	6.304437e+01	-4.060203e-01	-3.944069e+00	2.517224e-01	-1.634544e-01	-1.077371e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2501	6.306279e+01	-1.882928e+00	-4.543492e+00	2.517224e-01	1.225907e-01	-1.077371e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2502	6.308124e+01	-1.975068e+00	-3.718568e+00	1.812401e-01	1.941018e-01	-1.429782e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2503	6.309977e+01	-2.187958e+00	-3.464907e+00	5.336512e-01	4.086353e-01	-1.500265e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2504	6.311835e+01	7.966213e-01	-3.089022e+00	1.802331e+00	1.941018e-01	-1.147854e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2505	6.313686e+01	3.498281e+00	-1.896123e+00	3.071011e+00	1.941018e-01	-1.147854e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2506	6.315512e+01	6.277609e+00	-1.486263e+00	4.269209e+00	-9.194279e-02	-1.147854e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2507	6.317251e+01	9.072945e+00	1.403670e-01	5.114996e+00	5.107951e-02	-1.147854e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2508	6.319061e+01	1.938302e+01	3.876348e+00	7.511392e+00	-1.634544e-01	-1.147854e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2509	6.320814e+01	1.938302e+01	3.876348e+00	7.511392e+00	-1.634544e-01	-1.147854e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2510	6.322530e+01	3.946816e+01	1.308944e+01	9.907787e+00	1.225907e-01	-1.288818e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2511	6.324257e+01	5.897326e+01	1.686320e+01	1.054213e+01	-2.043164e-02	-7.954420e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2512	6.325993e+01	5.897326e+01	1.686320e+01	1.054213e+01	-2.043164e-02	-7.954420e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2513	6.327695e+01	6.698032e+01	2.266556e+01	1.110599e+01	1.225907e-01	-1.006889e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2514	6.329446e+01	8.483858e+01	2.982664e+01	1.202225e+01	-1.634544e-01	-1.218335e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2515	6.331192e+01	8.769363e+01	2.824999e+01	1.251563e+01	-7.355432e-01	-1.288818e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2516	6.332908e+01	1.281007e+02	4.825059e+01	1.307949e+01	-1.634544e-01	-1.218335e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2517	6.334667e+01	2.903900e+02	1.028752e+02	1.343190e+01	-2.349655e-01	-1.077371e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2518	6.336413e+01	3.711433e+02	1.367773e+02	1.322045e+01	1.225907e-01	-9.364069e-01	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2519	6.338198e+01	1.547933e+02	4.950388e+01	1.343190e+01	-7.355432e-01	-9.364069e-01	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2520	6.339930e+01	1.348617e+02	5.208060e+01	1.336142e+01	-2.349655e-01	-1.359300e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2521	6.341732e+01	3.730476e+02	1.424119e+02	1.350238e+01	-2.043164e-02	-1.218335e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2522	6.343540e+01	1.512130e+02	6.213585e+01	1.336142e+01	-2.043164e-02	-1.500265e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2523	6.345299e+01	1.512130e+02	6.213585e+01	1.336142e+01	-2.043164e-02	-1.500265e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2524	6.346987e+01	1.246569e+02	4.350094e+01	1.300901e+01	-5.210097e-01	-1.359300e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2525	6.348723e+01	1.246569e+02	4.350094e+01	1.300901e+01	-5.210097e-01	-1.359300e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2526	6.350436e+01	9.707437e+01	3.103304e+01	1.181081e+01	-1.634544e-01	-1.006889e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2527	6.352197e+01	6.149593e+01	1.615034e+01	1.082406e+01	-3.779874e-01	-7.249599e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2528	6.353920e+01	3.989104e+01	9.764855e+00	9.766823e+00	-3.779874e-01	-1.006889e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2529	6.355628e+01	3.537125e+01	8.867439e+00	9.907787e+00	-8.070547e-01	-1.359300e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2530	6.357354e+01	8.222033e+01	2.998461e+01	1.216322e+01	-2.349655e-01	-1.429782e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2531	6.359087e+01	1.173408e+02	4.442715e+01	1.251563e+01	5.107951e-02	-1.218335e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2532	6.360849e+01	1.786564e+02	5.911019e+01	1.307949e+01	-3.779874e-01	-9.364069e-01	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2533	6.362691e+01	8.561210e+02	3.001499e+02	1.434817e+01	-5.210097e-01	-1.077371e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2534	6.364421e+01	1.098483e+03	4.144174e+02	1.484154e+01	-5.925209e-01	-1.429782e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2535	6.366151e+01	-4.765407e+02	-1.929310e+02	1.540540e+01	-9.194279e-02	-1.147854e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2536	6.367911e+01	-1.710880e+02	-6.927357e+01	1.575781e+01	1.225907e-01	-9.364069e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2537	6.369687e+01	-1.940743e+02	-7.769264e+01	1.603974e+01	-9.194279e-02	-1.006889e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2538	6.371453e+01	-2.611982e+02	-9.914577e+01	1.540540e+01	-2.349655e-01	-1.006889e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2539	6.373188e+01	-2.611982e+02	-9.914577e+01	1.540540e+01	-2.349655e-01	-1.006889e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2540	6.374889e+01	-6.490443e+02	-2.564632e+02	1.505299e+01	-2.349655e-01	-1.288818e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2541	6.376543e+01	-3.283680e+02	-1.219978e+02	1.519395e+01	-1.634544e-01	-7.954420e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2542	6.378160e+01	-3.283680e+02	-1.219978e+02	1.519395e+01	-1.634544e-01	-7.954420e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
