Cycle	Time [s]	CoP X [cm]	CoP Y [cm]	Back Left Force [kgf]	Back Right Force [kgf]	Front Left Force [kgf]	Front Right Force [kgf]	Time Stamp [mSecs]	Low Noise Accelerometer X [m/(sec^2)]	Low Noise Accelerometer X [m/(sec^2)]	Low Noise Accelerometer Z [m/(sec^2)]	VSenseBatt [mVolts]	Gyroscope X [deg/sec]	Gyroscope Y [deg/sec]	Gyroscope Z [deg/sec]	Magnetometer X [local flux]	Magnetometer Y [local flux]	Magnetometer Z [local flux]
2543	6.379776e+01	8.305818e+02	2.989135e+02	1.399576e+01	-2.349655e-01	-1.006889e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2544	6.381438e+01	1.337353e+02	4.531665e+01	1.293852e+01	-3.779874e-01	-1.006889e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2545	6.383067e+01	1.337353e+02	4.531665e+01	1.293852e+01	-3.779874e-01	-1.006889e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2546	6.384686e+01	1.323072e+02	4.946150e+01	1.300901e+01	-2.349655e-01	-1.359300e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2547	6.386339e+01	1.323072e+02	4.946150e+01	1.300901e+01	-2.349655e-01	-1.359300e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2548	6.388004e+01	-8.408729e+02	-3.121841e+02	1.519395e+01	-4.494986e-01	-1.077371e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2549	6.389658e+01	-2.912474e+02	-1.181731e+02	1.618071e+01	-2.349655e-01	-1.147854e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2550	6.391317e+01	-2.912474e+02	-1.181731e+02	1.618071e+01	-2.349655e-01	-1.147854e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2551	6.392920e+01	-1.803592e+02	-7.438878e+01	1.632167e+01	-9.194279e-02	-1.147854e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2552	6.394531e+01	-1.422588e+02	-6.022865e+01	1.681505e+01	5.107951e-02	-1.077371e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2553	6.396301e+01	-3.902675e+02	-1.666537e+02	1.568733e+01	-2.043164e-02	-1.359300e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2554	6.397929e+01	4.597248e+03	1.793383e+03	1.498251e+01	-3.064763e-01	-1.218335e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2555	6.399554e+01	4.597248e+03	1.793383e+03	1.498251e+01	-3.064763e-01	-1.218335e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2556	6.401178e+01	4.759540e+02	1.655666e+02	1.329093e+01	-9.194279e-02	-9.364069e-01	5.343358e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2557	6.402791e+01	1.106005e+03	3.719244e+02	1.441865e+01	-6.640320e-01	-1.006889e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2558	6.404399e+01	-1.822357e+02	-7.205437e+01	1.526444e+01	1.225907e-01	-9.364069e-01	4.609956e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2559	6.406036e+01	-1.822357e+02	-7.205437e+01	1.526444e+01	1.225907e-01	-9.364069e-01	4.609956e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2560	6.407635e+01	-1.785796e+02	-7.150156e+01	1.603974e+01	-2.043164e-02	-9.364069e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2561	6.409277e+01	3.545791e+02	1.358151e+02	1.378431e+01	-2.043164e-02	-1.077371e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2562	6.410907e+01	3.545791e+02	1.358151e+02	1.378431e+01	-2.043164e-02	-1.077371e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2563	6.412502e+01	4.109311e+01	1.159365e+01	9.907787e+00	-1.634544e-01	-9.364069e-01	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2564	6.414127e+01	3.538224e+01	8.776773e+00	9.414412e+00	-3.064763e-01	-9.364069e-01	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2565	6.415730e+01	3.538224e+01	8.776773e+00	9.414412e+00	-3.064763e-01	-9.364069e-01	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2566	6.417334e+01	1.107387e+01	8.243093e-01	5.819818e+00	-2.043164e-02	-1.218335e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2567	6.418973e+01	1.107387e+01	8.243093e-01	5.819818e+00	-2.043164e-02	-1.218335e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2568	6.420607e+01	-3.096633e-02	-3.424489e+00	1.238474e+00	2.656130e-01	-1.077371e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2569	6.422232e+01	-3.096633e-02	-3.424489e+00	1.238474e+00	2.656130e-01	-1.077371e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2570	6.425283e+01	-1.981085e+00	-4.065848e+00	-2.416533e-01	-2.043164e-02	-1.359300e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2571	6.427527e+01	-1.184860e+00	-4.310536e+00	1.107578e-01	1.941018e-01	-8.659245e-01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2572	6.429484e+01	-5.665938e-01	-4.195024e+00	-3.121352e-01	-2.349655e-01	-9.364069e-01	-5.657672e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2573	6.433312e+01	-1.429208e+00	-3.371263e+00	3.926866e-01	5.107951e-02	-1.570747e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2574	6.435337e+01	-4.461477e-01	-3.944842e+00	5.336512e-01	1.225907e-01	-9.364069e-01	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2575	6.436865e+01	-2.258521e+00	-4.195869e+00	-3.020641e-02	-2.043164e-02	-1.429782e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2576	6.439629e+01	-8.707064e-01	-4.393564e+00	1.812401e-01	1.225907e-01	-7.954420e-01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2577	6.443006e+01	-1.182912e+00	-4.642312e+00	1.812401e-01	-1.634544e-01	-1.006889e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2578	6.444806e+01	-1.353451e+00	-3.876731e+00	-1.006891e-01	-2.349655e-01	-1.429782e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2579	6.448671e+01	-8.251626e-01	-3.518149e+00	4.631693e-01	-2.043164e-02	-1.359300e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2580	6.450172e+01	-1.902798e+00	-3.258702e+00	1.107578e-01	2.656130e-01	-1.570747e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2581	6.452365e+01	-1.039031e+00	-4.578002e+00	-3.020641e-02	-1.634544e-01	-9.364069e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2582	6.455418e+01	-1.184860e+00	-4.189803e+00	1.812401e-01	1.941018e-01	-9.364069e-01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2583	6.457533e+01	-2.129730e+00	-4.926471e+00	-1.006891e-01	-9.194279e-02	-1.077371e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2584	6.459816e+01	-6.961867e-01	-3.600019e+00	2.517224e-01	-9.194279e-02	-1.288818e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2585	6.464171e+01	-2.607491e+00	-4.318142e+00	-1.006891e-01	1.225907e-01	-1.359300e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2586	6.467130e+01	-5.698937e-01	-3.853696e+00	5.336512e-01	4.086353e-01	-7.954420e-01	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2587	6.469827e+01	-1.366994e+00	-4.226070e+00	4.027549e-02	1.225907e-01	-1.006889e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2588	6.471868e+01	-1.045192e+00	-3.908338e+00	2.517224e-01	5.107951e-02	-1.147854e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2589	6.474028e+01	-1.781106e+00	-4.500945e+00	2.517224e-01	1.941018e-01	-1.006889e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2590	6.475911e+01	-1.228357e+00	-4.068306e+00	1.107578e-01	-9.194279e-02	-1.218335e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2591	6.477755e+01	-1.834397e+00	-4.390069e+00	4.027549e-02	-3.064763e-01	-1.429782e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2592	6.479597e+01	-8.048084e-01	-4.162658e+00	-2.416533e-01	1.941018e-01	-7.249599e-01	-5.657672e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2593	6.483603e+01	-1.672786e+00	-3.876902e+00	-1.006891e-01	-9.194279e-02	-1.429782e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2594	6.486966e+01	-9.286490e-01	-5.041792e+00	-1.006891e-01	-5.210097e-01	-9.364069e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2595	6.489217e+01	-9.524387e-01	-4.349334e+00	1.812401e-01	-9.194279e-02	-1.006889e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2596	6.491100e+01	-4.847957e-03	-4.378190e+00	2.517224e-01	-2.349655e-01	-7.954420e-01	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2597	6.492935e+01	-1.875865e+00	-4.494846e+00	-3.826179e-01	3.371241e-01	-7.954420e-01	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2598	6.494743e+01	3.164768e-03	-3.896272e+00	3.222043e-01	-2.043164e-02	-8.659245e-01	-4.924271e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2599	6.499165e+01	-1.509748e+00	-3.295841e+00	5.336512e-01	4.086353e-01	-1.359300e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2600	6.502366e+01	-9.048316e-01	-3.837761e+00	2.517224e-01	-2.349655e-01	-1.359300e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2601	6.504232e+01	-9.048316e-01	-3.837761e+00	2.517224e-01	-2.349655e-01	-1.359300e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2602	6.506031e+01	-5.775048e-01	-3.259913e+00	2.517224e-01	-2.043164e-02	-1.359300e+00	-6.391075e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2603	6.507781e+01	-1.206867e+00	-3.790493e+00	4.027549e-02	5.107951e-02	-1.218335e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2604	6.509681e+01	-1.610594e+00	-4.529408e+00	2.517224e-01	-1.634544e-01	-1.218335e+00	3.143152e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2605	6.513781e+01	-2.102979e+00	-4.704773e+00	3.926866e-01	3.371241e-01	-9.364069e-01	4.609956e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2606	6.516613e+01	-1.281164e+00	-4.916774e+00	-3.020641e-02	-1.634544e-01	-8.659245e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2607	6.518176e+01	4.076291e-01	-4.019925e+00	3.926866e-01	-4.494986e-01	-1.006889e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2608	6.519699e+01	-7.741656e-01	-4.362790e+00	3.926866e-01	-2.043164e-02	-9.364069e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2609	6.523776e+01	-1.375583e+00	-4.355875e+00	1.812401e-01	-9.194279e-02	-1.147854e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2610	6.525986e+01	-1.375583e+00	-4.355875e+00	1.812401e-01	-9.194279e-02	-1.147854e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2611	6.527467e+01	-7.499530e-01	-3.910770e+00	4.631693e-01	-2.043164e-02	-1.147854e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2612	6.531453e+01	-6.514261e-01	-4.594817e+00	1.812401e-01	-9.194279e-02	-7.954420e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2613	6.533673e+01	-1.213196e+00	-4.983731e+00	1.107578e-01	-9.194279e-02	-7.954420e-01	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2614	6.535151e+01	-2.290954e+00	-4.597623e+00	-3.020641e-02	-1.634544e-01	-1.359300e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2615	6.536686e+01	-2.290954e+00	-4.597623e+00	-3.020641e-02	-1.634544e-01	-1.359300e+00	3.876554e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2616	6.539488e+01	-1.618523e+00	-4.028977e+00	-3.020641e-02	-2.043164e-02	-1.288818e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2617	6.543228e+01	-1.348129e+00	-3.979825e+00	-3.121352e-01	-9.194279e-02	-1.218335e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2618	6.545460e+01	-2.226737e+00	-4.374218e+00	-3.826179e-01	1.225907e-01	-1.147854e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2619	6.547167e+01	-1.776971e+00	-4.316552e+00	1.107578e-01	-9.194279e-02	-1.288818e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2620	6.550401e+01	-1.079253e+00	-3.763357e+00	1.107578e-01	-2.349655e-01	-1.429782e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2621	6.552680e+01	-8.725348e-01	-3.935838e+00	2.517224e-01	4.086353e-01	-7.954420e-01	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2622	6.554471e+01	-6.624146e-01	-3.686444e+00	4.027549e-02	-3.064763e-01	-1.359300e+00	-4.924271e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2623	6.559476e+01	-6.908063e-01	-4.021054e+00	4.027549e-02	-2.349655e-01	-1.147854e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2624	6.561383e+01	-8.474773e-01	-4.065961e+00	2.517224e-01	5.107951e-02	-1.006889e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2625	6.563041e+01	-1.149325e+00	-4.086092e+00	6.746158e-01	1.941018e-01	-1.077371e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2626	6.564585e+01	-1.149325e+00	-4.086092e+00	6.746158e-01	1.941018e-01	-1.077371e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2627	6.567420e+01	-2.064044e+00	-3.760560e+00	-2.416533e-01	1.225907e-01	-1.429782e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2628	6.571241e+01	-1.604746e+00	-4.760843e+00	-3.020641e-02	-2.043164e-02	-9.364069e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2629	6.573234e+01	-2.693959e+00	-4.235018e+00	-1.711710e-01	1.941018e-01	-1.359300e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2630	6.575075e+01	-1.059233e+00	-4.633908e+00	1.812401e-01	-3.064763e-01	-1.077371e+00	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2631	6.576715e+01	-8.502873e-01	-4.783243e+00	-1.006891e-01	-2.043164e-02	-6.544776e-01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2632	6.579870e+01	-1.051474e+00	-3.701159e+00	2.517224e-01	2.656130e-01	-1.077371e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2633	6.583540e+01	-1.187756e+00	-4.314429e+00	1.812401e-01	1.225907e-01	-9.364069e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2634	6.585701e+01	-7.465574e-01	-4.590403e+00	1.812401e-01	-2.349655e-01	-9.364069e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2635	6.587417e+01	3.058210e-01	-4.426033e+00	-3.020641e-02	-5.210097e-01	-7.954420e-01	-4.924271e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2636	6.590590e+01	-3.849425e-01	-3.743242e+00	4.027549e-02	-2.043164e-02	-1.006889e+00	-6.391075e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2637	6.592850e+01	-6.202733e-01	-4.535517e+00	1.107578e-01	-3.779874e-01	-1.006889e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2638	6.594582e+01	-7.735641e-01	-3.881860e+00	1.812401e-01	-5.210097e-01	-1.500265e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2639	6.598757e+01	-6.148751e-01	-3.950853e+00	3.222043e-01	-2.349655e-01	-1.218335e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2640	6.600737e+01	-1.371658e+00	-5.442109e+00	1.812401e-01	-1.634544e-01	-7.249599e-01	5.343358e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2641	6.602190e+01	-1.371658e+00	-5.442109e+00	1.812401e-01	-1.634544e-01	-7.249599e-01	5.343358e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2642	6.605368e+01	-1.922725e+00	-4.471398e+00	1.812401e-01	-9.194279e-02	-1.006889e+00	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2643	6.607357e+01	-3.468677e-01	-4.733809e+00	3.926866e-01	-2.349655e-01	-7.954420e-01	9.429451e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2644	6.611014e+01	-1.450346e+00	-4.110449e+00	1.107578e-01	-2.043164e-02	-1.218335e+00	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2645	6.612978e+01	-1.232772e+00	-4.824701e+00	4.027549e-02	2.656130e-01	-5.839955e-01	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2646	6.614489e+01	-6.175734e-01	-4.647215e+00	-3.020641e-02	-3.064763e-01	-8.659245e-01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2647	6.617507e+01	-6.196568e-01	-4.101490e+00	1.812401e-01	-9.194279e-02	-1.006889e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2648	6.619637e+01	-2.263893e+00	-3.763534e+00	-2.416533e-01	1.225907e-01	-1.500265e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2649	6.623481e+01	-1.703843e+00	-4.800639e+00	-3.020641e-02	-9.194279e-02	-1.006889e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2650	6.625417e+01	-1.234373e-01	-4.800073e+00	2.517224e-01	-2.349655e-01	-6.544776e-01	-5.238585e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2651	6.626932e+01	-9.968185e-01	-4.749104e+00	-1.711710e-01	-5.210097e-01	-1.077371e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2652	6.630047e+01	1.939001e+00	-6.974526e+00	3.926866e-01	-2.043164e-02	8.256490e-01	1.676348e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2653	6.632309e+01	2.678785e+00	-6.437117e+00	2.517224e-01	2.656130e-01	1.107578e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2654	6.636009e+01	1.944831e+00	-7.530239e+00	-3.020641e-02	1.225907e-01	1.248542e+00	2.095433e-02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2655	6.637937e+01	4.240082e+00	-8.228300e+00	1.107578e-01	3.371241e-01	2.094329e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2656	6.639668e+01	1.180573e+01	-1.388142e+01	5.336512e-01	2.656130e-01	4.279278e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2657	6.642479e+01	1.055106e+01	-1.684119e+01	-3.121352e-01	2.656130e-01	4.913618e+00	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2658	6.644463e+01	1.429274e+01	-1.606439e+01	-3.020641e-02	5.107951e-02	5.336511e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2659	6.648117e+01	1.429274e+01	-1.606439e+01	-3.020641e-02	5.107951e-02	5.336511e+00	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2660	6.650264e+01	1.583784e+01	-1.774320e+01	3.222043e-01	2.656130e-01	5.406994e+00	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2661	6.652073e+01	1.659203e+01	-2.007634e+01	-3.121352e-01	2.656130e-01	6.182298e+00	-1.990663e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2662	6.655030e+01	2.423359e+01	-2.604014e+01	-4.530998e-01	1.225907e-01	7.591943e+00	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2663	6.657052e+01	5.974435e+01	-5.398328e+01	-3.020641e-02	1.941018e-01	9.917856e+00	-2.724064e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2664	6.661089e+01	-3.092756e+02	2.624529e+02	2.517224e-01	4.086353e-01	1.330100e+01	2.409750e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2665	6.663061e+01	-3.079589e+02	2.527093e+02	-1.711710e-01	-2.043164e-02	1.464017e+01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2666	6.664795e+01	-1.473801e+02	1.169700e+02	-1.006891e-01	6.231687e-01	1.527451e+01	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2667	6.668976e+01	-1.056267e+02	8.091230e+01	-1.006891e-01	1.941018e-01	1.696608e+01	-3.457467e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2668	6.670654e+01	-9.811108e+01	7.644144e+01	-1.006891e-01	5.107951e-02	1.717753e+01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2669	6.672290e+01	-5.974086e+01	4.556364e+01	-2.416533e-01	4.801468e-01	2.006730e+01	-1.257260e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2670	6.675165e+01	-5.178130e+01	3.674832e+01	1.812401e-01	8.377022e-01	2.126549e+01	-4.190869e-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
